maketxt,modeltxt,yeartxt,component_group,topic_id,topic_label,mfr_name,months_flagged,first_month,latest_month,max_complaints,avg_complaints,median_complaints,max_growth_vs_6mo_avg,avg_topic_strength,max_watchlist_score,high_confidence_months,moderate_or_higher_months,best_signal_tier
GMC,SIERRA 1500,2020,POWER TRAIN,6,Transmission shifting / gear engagement issue,"GENERAL MOTORS, LLC",1,2025-05-01,2025-05-01,6,6.0,6.0,5.14,0.535,11.751,0,1,Moderate signal
FORD,MUSTANG MACH E,2021,LANE DEPARTURE,12,Cruise / traction / electronic braking control issue,FORD MOTOR COMPANY,1,2022-10-01,2022-10-01,6,6.0,6.0,6.0,0.553,11.58,0,1,Moderate signal
TOYOTA,TUNDRA,2023,ENGINE / COOLING,2,Check engine light / engine fault complaints,TOYOTA MOTOR CORPORATION,1,2025-12-01,2025-12-01,6,6.0,6.0,6.0,0.332,11.233,0,1,Moderate signal
TRIUMPH,THRUXTON,2016,SERVICE BRAKES,4,Brake pedal / braking performance issue,"TRIUMPH MOTORCYCLES AMERICA, LTD.",1,2021-01-01,2021-01-01,6,6.0,6.0,6.0,0.674,11.086,0,1,Moderate signal
NISSAN,ROGUE,2023,VISIBILITY / WIPER,8,Windshield / glass cracking issue,"NISSAN NORTH AMERICA, INC.",1,2026-01-01,2026-01-01,6,6.0,6.0,6.0,0.539,11.04,0,1,Moderate signal
VOLKSWAGEN,ATLAS CROSS SPORT,2021,ELECTRICAL SYSTEM,7,Door latch / lock / unintended opening issue,"VOLKSWAGEN GROUP OF AMERICA, INC.",1,2022-03-01,2022-03-01,6,6.0,6.0,6.0,0.362,11.036,0,1,Moderate signal
HYUNDAI,IONIQ 5,2022,SERVICE BRAKES,4,Brake pedal / braking performance issue,HYUNDAI MOTOR AMERICA,1,2023-05-01,2023-05-01,6,6.0,6.0,6.0,0.464,10.789,0,1,Moderate signal
RAM,1500,2018,ENGINE / COOLING,9,Fuel pump / fuel tank / leak or odor issue,"CHRYSLER (FCA US, LLC)",1,2023-08-01,2023-08-01,6,6.0,6.0,6.0,0.439,10.26,0,1,Moderate signal
TOYOTA,C-HR,2020,POWER TRAIN,6,Transmission shifting / gear engagement issue,TOYOTA MOTOR CORPORATION,1,2026-01-01,2026-01-01,6,6.0,6.0,4.0,0.517,9.864,0,1,Moderate signal
CHRYSLER,PACIFICA,2017,ENGINE / COOLING,2,Check engine light / engine fault complaints,"CHRYSLER (FCA US, LLC)",1,2023-08-01,2023-08-01,6,6.0,6.0,6.0,0.516,9.855,0,1,Moderate signal
FORD,ESCAPE,2016,BACK OVER PREVENTION,18,Headlight / low beam visibility issue,FORD MOTOR COMPANY,1,2026-01-01,2026-01-01,6,6.0,6.0,5.14,0.415,9.067,0,1,Moderate signal
FORD,ESCAPE,2016,BACK OVER PREVENTION,19,Tire / suspension / frame rust mixed issue,FORD MOTOR COMPANY,1,2026-01-01,2026-01-01,6,6.0,6.0,6.0,0.37,9.007,0,1,Moderate signal
FISKER,OCEAN,2023,LANE DEPARTURE,12,Cruise / traction / electronic braking control issue,FISKER GROUP INC,1,2025-02-01,2025-02-01,6,6.0,6.0,6.0,0.362,8.941,0,1,Moderate signal
JEEP,CHEROKEE,2019,STEERING,10,Steering wheel binding / difficult turning issue,"CHRYSLER (FCA US, LLC)",1,2020-01-01,2020-01-01,6,6.0,6.0,,0.508,5.481,0,1,Moderate signal
MAZDA,CX-90,2024,VEHICLE SPEED CONTROL,12,Cruise / traction / electronic braking control issue,MAZDA MOTOR CORP.,1,2023-11-01,2023-11-01,6,6.0,6.0,,0.542,5.459,0,1,Moderate signal
JEEP,WRANGLER,2024,STEERING,17,Vehicle shutoff / stall while driving issue,"CHRYSLER (FCA US, LLC)",1,2025-10-01,2025-10-01,6,6.0,6.0,,0.413,5.27,0,1,Moderate signal
SUBARU,FORESTER,2015,SUSPENSION,19,Tire / suspension / frame rust mixed issue,"SUBARU OF AMERICA, INC.",1,2020-01-01,2020-01-01,6,6.0,6.0,,0.678,4.815,0,1,Moderate signal
HYUNDAI,TUCSON,2017,SERVICE BRAKES,4,Brake pedal / braking performance issue,HYUNDAI MOTOR AMERICA,1,2021-03-01,2021-03-01,6,6.0,6.0,,0.766,4.415,0,1,Moderate signal
LINCOLN,MKZ HYBRID,2014,SERVICE BRAKES,4,Brake pedal / braking performance issue,FORD MOTOR COMPANY,1,2023-05-01,2023-05-01,6,6.0,6.0,,0.655,4.399,0,1,Moderate signal
TESLA,MODEL 3,2022,VEHICLE SPEED CONTROL,4,Brake pedal / braking performance issue,"TESLA, INC.",1,2022-02-01,2022-02-01,6,6.0,6.0,,0.474,4.127,0,1,Moderate signal
HONDA,CR-V,2024,STEERING,9,Fuel pump / fuel tank / leak or odor issue,HONDA (AMERICAN HONDA MOTOR CO.),1,2024-12-01,2024-12-01,6,6.0,6.0,,0.706,4.081,0,1,Moderate signal
JEEP,WRANGLER,2024,STEERING,1,Electric power steering assist loss,"CHRYSLER (FCA US, LLC)",1,2025-10-01,2025-10-01,6,6.0,6.0,,0.415,4.005,0,1,Moderate signal
TESLA,MODEL 3,2019,VEHICLE SPEED CONTROL,4,Brake pedal / braking performance issue,"TESLA, INC.",1,2020-01-01,2020-01-01,6,6.0,6.0,,0.496,3.927,0,1,Moderate signal
JEEP,WRANGLER,2012,POWER TRAIN,6,Transmission shifting / gear engagement issue,"CHRYSLER (FCA US, LLC)",1,2022-07-01,2022-07-01,6,6.0,6.0,,0.287,3.807,0,1,Moderate signal
CHEVROLET,MALIBU,2013,ENGINE / COOLING,17,Vehicle shutoff / stall while driving issue,"GENERAL MOTORS, LLC",1,2020-06-01,2020-06-01,6,6.0,6.0,,0.417,3.766,0,1,Moderate signal
MERCEDES-BENZ,GLC 300,2023,ELECTRICAL SYSTEM,17,Vehicle shutoff / stall while driving issue,"MERCEDES-BENZ USA, LLC",1,2023-08-01,2023-08-01,6,6.0,6.0,,0.338,3.645,0,1,Moderate signal
TESLA,MODEL X,2017,ELECTRICAL SYSTEM,17,Vehicle shutoff / stall while driving issue,"TESLA, INC.",1,2021-01-01,2021-01-01,6,6.0,6.0,,0.454,3.48,0,1,Moderate signal
TESLA,MODEL 3,2024,STEERING,10,Steering wheel binding / difficult turning issue,"TESLA, INC.",1,2024-07-01,2024-07-01,6,6.0,6.0,,0.417,3.399,0,1,Moderate signal
HYUNDAI,IONIQ 5,2022,EXTERIOR LIGHTING,4,Brake pedal / braking performance issue,HYUNDAI MOTOR AMERICA,1,2023-05-01,2023-05-01,6,6.0,6.0,,0.49,3.258,0,1,Moderate signal
FORD,F-350,2020,FUEL / PROPULSION,9,Fuel pump / fuel tank / leak or odor issue,FORD MOTOR COMPANY,1,2025-01-01,2025-01-01,5,5.0,5.0,5.0,0.454,29.57,0,1,Moderate signal
FORD,EXPLORER,2015,VISIBILITY / WIPER,8,Windshield / glass cracking issue,FORD MOTOR COMPANY,1,2023-02-01,2023-02-01,5,5.0,5.0,5.0,0.493,17.679,0,1,Moderate signal
GMC,YUKON XL,2022,ENGINE / COOLING,17,Vehicle shutoff / stall while driving issue,"GENERAL MOTORS, LLC",1,2025-03-01,2025-03-01,5,5.0,5.0,5.0,0.317,14.601,0,1,Moderate signal
FORD,EXPLORER,2012,VISIBILITY / WIPER,8,Windshield / glass cracking issue,FORD MOTOR COMPANY,1,2023-02-01,2023-02-01,5,5.0,5.0,5.0,0.491,14.493,0,1,Moderate signal
JEEP,WRANGLER,2024,TIRES,19,Tire / suspension / frame rust mixed issue,"CHRYSLER (FCA US, LLC)",1,2025-09-01,2025-09-01,5,5.0,5.0,5.0,0.633,13.92,0,1,Moderate signal
DODGE,DURANGO,2013,SEATS,11,Airbag nondeployment / crash restraint issue,"CHRYSLER (FCA US, LLC)",1,2020-07-01,2020-07-01,5,5.0,5.0,5.0,0.497,13.771,0,1,Moderate signal
BMW,X3,2013,ENGINE / COOLING,15,Oil consumption / low oil issue,"BMW OF NORTH AMERICA, LLC",1,2020-06-01,2020-06-01,5,5.0,5.0,4.17,0.263,13.493,0,1,Moderate signal
HONDA,ACCORD,2014,STEERING,10,Steering wheel binding / difficult turning issue,HONDA (AMERICAN HONDA MOTOR CO.),1,2021-05-01,2021-05-01,5,5.0,5.0,5.0,0.561,12.643,0,1,Moderate signal
HONDA,PASSPORT,2019,FUEL / PROPULSION,9,Fuel pump / fuel tank / leak or odor issue,HONDA (AMERICAN HONDA MOTOR CO.),1,2024-10-01,2024-10-01,5,5.0,5.0,5.0,0.511,12.475,0,1,Moderate signal
JEEP,WRANGLER 4XE,2024,ELECTRICAL SYSTEM,17,Vehicle shutoff / stall while driving issue,"CHRYSLER (FCA US, LLC)",1,2024-07-01,2024-07-01,5,5.0,5.0,5.0,0.381,12.244,0,1,Moderate signal
TOYOTA,TUNDRA,2024,ENGINE / COOLING,17,Vehicle shutoff / stall while driving issue,TOYOTA MOTOR CORPORATION,1,2025-12-01,2025-12-01,5,5.0,5.0,5.0,0.411,12.144,0,1,Moderate signal
HONDA,ACCORD,2020,FORWARD COLLISION AVOIDANCE,12,Cruise / traction / electronic braking control issue,HONDA (AMERICAN HONDA MOTOR CO.),1,2025-09-01,2025-09-01,5,5.0,5.0,5.0,0.267,12.024,0,1,Moderate signal
NISSAN,ROGUE,2024,ENGINE / COOLING,1,Electric power steering assist loss,"NISSAN NORTH AMERICA, INC.",1,2025-07-01,2025-07-01,5,5.0,5.0,3.75,0.31,11.751,0,1,Moderate signal
TOYOTA,HIGHLANDER,2019,ENGINE / COOLING,6,Transmission shifting / gear engagement issue,TOYOTA MOTOR CORPORATION,1,2026-01-01,2026-01-01,5,5.0,5.0,5.0,0.379,11.492,0,1,Moderate signal
FORD,MAVERICK HYBRID,2022,ENGINE / COOLING,2,Check engine light / engine fault complaints,FORD MOTOR COMPANY,1,2024-04-01,2024-04-01,5,5.0,5.0,5.0,0.322,11.375,0,1,Moderate signal
FORD,ESCAPE,2024,BACK OVER PREVENTION,12,Cruise / traction / electronic braking control issue,FORD MOTOR COMPANY,1,2025-11-01,2025-11-01,5,5.0,5.0,5.0,0.285,11.311,0,1,Moderate signal
RAM,1500,2020,STEERING,10,Steering wheel binding / difficult turning issue,"CHRYSLER (FCA US, LLC)",1,2024-09-01,2024-09-01,5,5.0,5.0,5.0,0.316,11.002,0,1,Moderate signal
JEEP,WRANGLER,2012,ENGINE / COOLING,6,Transmission shifting / gear engagement issue,"CHRYSLER (FCA US, LLC)",1,2022-07-01,2022-07-01,5,5.0,5.0,5.0,0.262,10.969,0,1,Moderate signal
CHEVROLET,CORVETTE,2018,WHEELS,19,Tire / suspension / frame rust mixed issue,"GENERAL MOTORS, LLC",1,2020-10-01,2020-10-01,5,5.0,5.0,5.0,0.502,10.856,0,1,Moderate signal
BMW,X7,2024,SERVICE BRAKES,4,Brake pedal / braking performance issue,"BMW OF NORTH AMERICA, LLC",1,2024-10-01,2024-10-01,5,5.0,5.0,5.0,0.426,10.703,0,1,Moderate signal
TOYOTA,TACOMA,2008,STRUCTURE,19,Tire / suspension / frame rust mixed issue,TOYOTA MOTOR CORPORATION,1,2022-09-01,2022-09-01,5,5.0,5.0,5.0,0.716,10.507,0,1,Moderate signal
JEEP,GRAND CHEROKEE L,2023,SUSPENSION,19,Tire / suspension / frame rust mixed issue,"CHRYSLER (FCA US, LLC)",1,2025-07-01,2025-07-01,5,5.0,5.0,5.0,0.468,10.436,0,1,Moderate signal
LINCOLN,MKX,2013,SERVICE BRAKES,4,Brake pedal / braking performance issue,FORD MOTOR COMPANY,1,2023-09-01,2023-09-01,5,5.0,5.0,5.0,0.548,10.422,0,1,Moderate signal
FORD,F-150 HYBRID,2022,POWER TRAIN,19,Tire / suspension / frame rust mixed issue,FORD MOTOR COMPANY,1,2023-10-01,2023-10-01,5,5.0,5.0,4.29,0.523,10.31,0,1,Moderate signal
JEEP,WRANGLER,2024,POWER TRAIN,6,Transmission shifting / gear engagement issue,"CHRYSLER (FCA US, LLC)",1,2025-10-01,2025-10-01,5,5.0,5.0,5.0,0.256,10.242,0,1,Moderate signal
CHEVROLET,SILVERADO 1500,2015,STEERING,1,Electric power steering assist loss,"GENERAL MOTORS, LLC",1,2023-09-01,2023-09-01,5,5.0,5.0,5.0,0.612,10.151,0,1,Moderate signal
SUBARU,ASCENT,2019,POWER TRAIN,6,Transmission shifting / gear engagement issue,"SUBARU OF AMERICA, INC.",1,2022-06-01,2022-06-01,5,5.0,5.0,5.0,0.501,10.133,0,1,Moderate signal
CHEVROLET,CRUZE,2015,ENGINE / COOLING,16,Coolant leak / cylinder intrusion / overheating issue,"GENERAL MOTORS, LLC",1,2022-12-01,2022-12-01,5,5.0,5.0,5.0,0.54,9.984,0,1,Moderate signal
CHEVROLET,VOLT,2017,FUEL / PROPULSION,12,Cruise / traction / electronic braking control issue,"GENERAL MOTORS, LLC",1,2023-12-01,2023-12-01,5,5.0,5.0,5.0,0.271,9.737,0,1,Moderate signal
KIA,SELTOS,2021,ENGINE / COOLING,2,Check engine light / engine fault complaints,"KIA AMERICA, INC.",1,2025-05-01,2025-05-01,5,5.0,5.0,5.0,0.426,9.692,0,1,Moderate signal
TOYOTA,TUNDRA,2023,FUEL / PROPULSION,9,Fuel pump / fuel tank / leak or odor issue,TOYOTA MOTOR CORPORATION,1,2023-12-01,2023-12-01,5,5.0,5.0,5.0,0.599,9.669,0,1,Moderate signal
VOLKSWAGEN,ATLAS,2024,SERVICE BRAKES,4,Brake pedal / braking performance issue,"VOLKSWAGEN GROUP OF AMERICA, INC.",1,2025-11-01,2025-11-01,5,5.0,5.0,5.0,0.398,9.625,0,1,Moderate signal
CHEVROLET,EXPRESS,2017,SERVICE BRAKES,12,Cruise / traction / electronic braking control issue,"GENERAL MOTORS, LLC",1,2024-04-01,2024-04-01,5,5.0,5.0,5.0,0.536,9.583,0,1,Moderate signal
HONDA,PILOT,2021,ELECTRICAL SYSTEM,18,Headlight / low beam visibility issue,HONDA (AMERICAN HONDA MOTOR CO.),1,2024-11-01,2024-11-01,5,5.0,5.0,5.0,0.58,9.535,0,1,Moderate signal
RIVIAN,R1T,2023,AIR BAGS,11,Airbag nondeployment / crash restraint issue,"RIVIAN AUTOMOTIVE, LLC",1,2023-12-01,2023-12-01,5,5.0,5.0,5.0,0.511,9.396,0,1,Moderate signal
FORD,ECOSPORT,2020,POWER TRAIN,15,Oil consumption / low oil issue,FORD MOTOR COMPANY,1,2023-12-01,2023-12-01,5,5.0,5.0,5.0,0.404,9.345,0,1,Moderate signal
VOLKSWAGEN,ATLAS,2021,FORWARD COLLISION AVOIDANCE,7,Door latch / lock / unintended opening issue,"VOLKSWAGEN GROUP OF AMERICA, INC.",1,2022-03-01,2022-03-01,5,5.0,5.0,3.75,0.403,9.223,0,1,Moderate signal
KIA,K5,2021,ELECTRICAL SYSTEM,18,Headlight / low beam visibility issue,"KIA AMERICA, INC.",1,2024-07-01,2024-07-01,5,5.0,5.0,5.0,0.32,8.899,0,1,Moderate signal
HONDA,ACCORD,2018,FUEL / PROPULSION,16,Coolant leak / cylinder intrusion / overheating issue,HONDA (AMERICAN HONDA MOTOR CO.),1,2025-07-01,2025-07-01,5,5.0,5.0,5.0,0.326,8.717,0,1,Moderate signal
KIA,SORENTO,2015,STRUCTURE,8,Windshield / glass cracking issue,"KIA AMERICA, INC.",1,2021-03-01,2021-03-01,5,5.0,5.0,5.0,0.459,8.667,0,1,Moderate signal
JEEP,RENEGADE,2018,ELECTRICAL SYSTEM,18,Headlight / low beam visibility issue,"CHRYSLER (FCA US, LLC)",1,2024-10-01,2024-10-01,5,5.0,5.0,5.0,0.459,8.661,0,1,Moderate signal
TOYOTA,COROLLA,2019,FUEL / PROPULSION,3,Airbag warning / passenger airbag sensor issue,TOYOTA MOTOR CORPORATION,1,2020-05-01,2020-05-01,5,5.0,5.0,3.75,0.532,8.611,0,1,Moderate signal
RAM,1500,2014,ENGINE / COOLING,9,Fuel pump / fuel tank / leak or odor issue,"CHRYSLER (FCA US, LLC)",1,2023-08-01,2023-08-01,5,5.0,5.0,5.0,0.443,8.55,0,1,Moderate signal
KIA,SORENTO,2014,STRUCTURE,17,Vehicle shutoff / stall while driving issue,"KIA AMERICA, INC.",1,2021-04-01,2021-04-01,5,5.0,5.0,5.0,0.405,8.28,0,1,Moderate signal
UNKNOWN,UNKNOWN,Unknown,SEATS,13,Seat belt / passenger restraint issue,UNKNOWN MANUFACTURER,1,2024-09-01,2024-09-01,5,5.0,5.0,5.0,0.401,8.248,0,1,Moderate signal
HONDA,ACCORD,2016,ELECTRICAL SYSTEM,17,Vehicle shutoff / stall while driving issue,HONDA (AMERICAN HONDA MOTOR CO.),1,2025-07-01,2025-07-01,5,5.0,5.0,3.75,0.409,8.1,0,1,Moderate signal
NORTH CENTRAL EMERGENCY,FORD E-450,2017,POWER TRAIN,6,Transmission shifting / gear engagement issue,NORTH CENTRAL EMERGENCY VEHICLES,1,2022-04-01,2022-04-01,5,5.0,5.0,,0.319,5.586,0,1,Moderate signal
RAM,2500,2015,TIRES,19,Tire / suspension / frame rust mixed issue,"CHRYSLER (FCA US, LLC)",1,2020-08-01,2020-08-01,5,5.0,5.0,,0.774,4.938,0,1,Moderate signal
FORD,FIESTA,2012,EXTERIOR LIGHTING,18,Headlight / low beam visibility issue,FORD MOTOR COMPANY,1,2020-01-01,2020-01-01,5,5.0,5.0,,0.766,4.438,0,1,Moderate signal
HONDA,CRF1000A,2018,FUEL / PROPULSION,9,Fuel pump / fuel tank / leak or odor issue,HONDA (AMERICAN HONDA MOTOR CO.),1,2020-06-01,2020-06-01,5,5.0,5.0,,0.695,4.405,0,1,Moderate signal
JEEP,WRANGLER,2024,SERVICE BRAKES,17,Vehicle shutoff / stall while driving issue,"CHRYSLER (FCA US, LLC)",1,2025-10-01,2025-10-01,5,5.0,5.0,,0.551,4.373,0,1,Moderate signal
CHEVROLET,TRAVERSE,2014,ELECTRICAL SYSTEM,2,Check engine light / engine fault complaints,"GENERAL MOTORS, LLC",1,2020-01-01,2020-01-01,5,5.0,5.0,,0.312,4.24,0,1,Moderate signal
CHEVROLET,MALIBU,2012,STEERING,1,Electric power steering assist loss,"GENERAL MOTORS, LLC",1,2020-02-01,2020-02-01,5,5.0,5.0,,0.564,4.239,0,1,Moderate signal
FORD,MUSTANG MACH E,2021,STEERING,1,Electric power steering assist loss,FORD MOTOR COMPANY,1,2022-07-01,2022-07-01,5,5.0,5.0,,0.264,4.047,0,1,Moderate signal
JEEP,WRANGLER,2024,VEHICLE SPEED CONTROL,2,Check engine light / engine fault complaints,"CHRYSLER (FCA US, LLC)",1,2025-10-01,2025-10-01,5,5.0,5.0,,0.335,4.041,0,1,Moderate signal
JEEP,WRANGLER,2025,ELECTRICAL SYSTEM,1,Electric power steering assist loss,"CHRYSLER (FCA US, LLC)",1,2025-10-01,2025-10-01,5,5.0,5.0,,0.385,4.01,0,1,Moderate signal
FORD,FUSION,2010,ELECTRONIC STABILITY CONTROL (ESC),1,Electric power steering assist loss,FORD MOTOR COMPANY,1,2020-02-01,2020-02-01,5,5.0,5.0,,0.666,4.008,0,1,Moderate signal
FORD,MAVERICK HYBRID,2022,ENGINE / COOLING,1,Electric power steering assist loss,FORD MOTOR COMPANY,1,2024-03-01,2024-03-01,5,5.0,5.0,,0.26,3.983,0,1,Moderate signal
GMC,SIERRA 1500,2022,STRUCTURE,17,Vehicle shutoff / stall while driving issue,"GENERAL MOTORS, LLC",1,2024-10-01,2024-10-01,5,5.0,5.0,,0.323,3.921,0,1,Moderate signal
SAAB,9-2X,2005,STRUCTURE,19,Tire / suspension / frame rust mixed issue,"GENERAL MOTORS, LLC",1,2020-10-01,2020-10-01,5,5.0,5.0,,0.862,3.9,0,1,Moderate signal
PONTIAC,VIBE,2006,AIR BAGS,3,Airbag warning / passenger airbag sensor issue,"GENERAL MOTORS, LLC",1,2020-01-01,2020-01-01,5,5.0,5.0,,0.844,3.856,0,1,Moderate signal
DODGE,CHARGER,2017,STRUCTURE,7,Door latch / lock / unintended opening issue,"CHRYSLER (FCA US, LLC)",1,2020-08-01,2020-08-01,5,5.0,5.0,,0.66,3.855,0,1,Moderate signal
HYUNDAI,TUCSON,2016,SERVICE BRAKES,4,Brake pedal / braking performance issue,HYUNDAI MOTOR AMERICA,1,2021-03-01,2021-03-01,5,5.0,5.0,,0.81,3.774,0,1,Moderate signal
HYUNDAI,TUCSON,2020,SERVICE BRAKES,4,Brake pedal / braking performance issue,HYUNDAI MOTOR AMERICA,1,2021-01-01,2021-01-01,5,5.0,5.0,,0.803,3.756,0,1,Moderate signal
HYUNDAI,IONIQ 5,2025,POWER TRAIN,1,Electric power steering assist loss,HYUNDAI MOTOR AMERICA,1,2026-01-01,2026-01-01,5,5.0,5.0,,0.296,3.695,0,1,Moderate signal
UNKNOWN,UNKNOWN,Unknown,EXTERIOR LIGHTING,18,Headlight / low beam visibility issue,UNKNOWN MANUFACTURER,1,2020-01-01,2020-01-01,5,5.0,5.0,,0.76,3.651,0,1,Moderate signal
SUBARU,BRZ,2022,ENGINE / COOLING,15,Oil consumption / low oil issue,"SUBARU OF AMERICA, INC.",1,2022-08-01,2022-08-01,5,5.0,5.0,,0.732,3.584,0,1,Moderate signal
BMW,X3,2020,POWER TRAIN,19,Tire / suspension / frame rust mixed issue,"BMW OF NORTH AMERICA, LLC",1,2023-06-01,2023-06-01,5,5.0,5.0,,0.534,3.51,0,1,Moderate signal
MERCEDES-BENZ,GLC 300,2023,EXTERIOR LIGHTING,18,Headlight / low beam visibility issue,"MERCEDES-BENZ USA, LLC",1,2023-08-01,2023-08-01,5,5.0,5.0,,0.666,3.425,0,1,Moderate signal
TOYOTA,SIENNA,2019,FUEL / PROPULSION,9,Fuel pump / fuel tank / leak or odor issue,TOYOTA MOTOR CORPORATION,1,2020-06-01,2020-06-01,5,5.0,5.0,,0.497,3.408,0,1,Moderate signal
CHEVROLET,TRAVERSE,2024,SERVICE BRAKES,16,Coolant leak / cylinder intrusion / overheating issue,"GENERAL MOTORS, LLC",1,2025-12-01,2025-12-01,5,5.0,5.0,,0.587,3.363,0,1,Moderate signal
CHEVROLET,CORVETTE,2019,WHEELS,8,Windshield / glass cracking issue,"GENERAL MOTORS, LLC",1,2020-10-01,2020-10-01,5,5.0,5.0,,0.327,3.336,0,1,Moderate signal
LEXUS,IS,2008,ENGINE / COOLING,16,Coolant leak / cylinder intrusion / overheating issue,TOYOTA MOTOR CORPORATION,1,2020-04-01,2020-04-01,5,5.0,5.0,,0.556,3.158,0,1,Moderate signal
GMC,CANYON,2024,EXTERIOR LIGHTING,17,Vehicle shutoff / stall while driving issue,"GENERAL MOTORS, LLC",1,2024-08-01,2024-08-01,5,5.0,5.0,,0.449,3.132,0,1,Moderate signal
VOLKSWAGEN,ATLAS CROSS SPORT,2021,FORWARD COLLISION AVOIDANCE,7,Door latch / lock / unintended opening issue,"VOLKSWAGEN GROUP OF AMERICA, INC.",1,2022-03-01,2022-03-01,5,5.0,5.0,,0.36,3.114,0,1,Moderate signal
HYUNDAI,VERACRUZ,2008,ENGINE / COOLING,2,Check engine light / engine fault complaints,HYUNDAI MOTOR AMERICA,1,2021-03-01,2021-03-01,5,5.0,5.0,,0.533,3.104,0,1,Moderate signal
FORD,ESCAPE,2017,ENGINE / COOLING,17,Vehicle shutoff / stall while driving issue,FORD MOTOR COMPANY,1,2020-02-01,2020-02-01,5,5.0,5.0,,0.522,3.078,0,1,Moderate signal
HONDA,PROLOGUE,2024,EXTERIOR LIGHTING,17,Vehicle shutoff / stall while driving issue,HONDA (AMERICAN HONDA MOTOR CO.),1,2025-01-01,2025-01-01,5,5.0,5.0,,0.464,3.055,0,1,Moderate signal
JEEP,CHEROKEE,2014,FUEL / PROPULSION,9,Fuel pump / fuel tank / leak or odor issue,"CHRYSLER (FCA US, LLC)",1,2020-01-01,2020-01-01,5,5.0,5.0,,0.364,3.044,0,1,Moderate signal
TESLA,MODEL X,2016,ELECTRICAL SYSTEM,12,Cruise / traction / electronic braking control issue,"TESLA, INC.",1,2020-07-01,2020-07-01,5,5.0,5.0,,0.448,2.898,0,1,Moderate signal
KIA,CARNIVAL,2025,ELECTRICAL SYSTEM,17,Vehicle shutoff / stall while driving issue,"KIA AMERICA, INC.",1,2024-08-01,2024-08-01,5,5.0,5.0,,0.355,2.779,0,1,Moderate signal
TOYOTA,GRAND HIGHLANDER,2024,POWER TRAIN,4,Brake pedal / braking performance issue,TOYOTA MOTOR CORPORATION,1,2024-07-01,2024-07-01,5,5.0,5.0,,0.323,2.596,0,1,Moderate signal
HONDA,ACCORD,2018,ELECTRICAL SYSTEM,3,Airbag warning / passenger airbag sensor issue,HONDA (AMERICAN HONDA MOTOR CO.),1,2020-12-01,2020-12-01,5,5.0,5.0,,0.314,2.575,0,1,Moderate signal
MERCEDES-BENZ,S 500,2022,FORWARD COLLISION AVOIDANCE,12,Cruise / traction / electronic braking control issue,"MERCEDES-BENZ USA, LLC",1,2025-03-01,2025-03-01,4,4.0,4.0,4.0,0.644,19.379,0,0,Early signal
TESLA,MODEL 3,2019,SERVICE BRAKES,12,Cruise / traction / electronic braking control issue,"TESLA, INC.",1,2022-02-01,2022-02-01,4,4.0,4.0,4.0,0.648,18.677,0,0,Early signal
FORD,MUSTANG,2017,LATCHES/LOCKS/LINKAGES,7,Door latch / lock / unintended opening issue,FORD MOTOR COMPANY,1,2020-06-01,2020-06-01,4,4.0,4.0,4.0,0.774,16.437,0,0,Early signal
FORD,MUSTANG,2017,STRUCTURE,7,Door latch / lock / unintended opening issue,FORD MOTOR COMPANY,1,2020-06-01,2020-06-01,4,4.0,4.0,4.0,0.774,16.437,0,0,Early signal
CHEVROLET,SILVERADO 1500,2015,ELECTRICAL SYSTEM,19,Tire / suspension / frame rust mixed issue,"GENERAL MOTORS, LLC",1,2020-12-01,2020-12-01,4,4.0,4.0,4.0,0.403,16.214,0,0,Early signal
CHRYSLER,PACIFICA PLUG-IN HYBRID,2018,ENGINE / COOLING,17,Vehicle shutoff / stall while driving issue,"CHRYSLER (FCA US, LLC)",1,2021-07-01,2021-07-01,4,4.0,4.0,4.0,0.393,16.014,0,0,Early signal
HYUNDAI,ELANTRA,2017,ENGINE / COOLING,17,Vehicle shutoff / stall while driving issue,HYUNDAI MOTOR AMERICA,1,2024-05-01,2024-05-01,4,4.0,4.0,4.0,0.362,15.412,0,0,Early signal
CHEVROLET,SILVERADO 1500,2024,ENGINE / COOLING,17,Vehicle shutoff / stall while driving issue,"GENERAL MOTORS, LLC",1,2025-01-01,2025-01-01,4,4.0,4.0,4.0,0.33,15.377,0,0,Early signal
FORD,F-150,2015,VEHICLE SPEED CONTROL,6,Transmission shifting / gear engagement issue,FORD MOTOR COMPANY,1,2024-07-01,2024-07-01,4,4.0,4.0,4.0,0.323,14.92,0,0,Early signal
GMC,SIERRA 1500,2021,ENGINE / COOLING,17,Vehicle shutoff / stall while driving issue,"GENERAL MOTORS, LLC",1,2025-04-01,2025-04-01,4,4.0,4.0,4.0,0.335,14.829,0,0,Early signal
KIA,SOUL,2013,SERVICE BRAKES,4,Brake pedal / braking performance issue,"KIA AMERICA, INC.",1,2024-04-01,2024-04-01,4,4.0,4.0,4.0,0.535,14.644,0,0,Early signal
AUDI,S6,2014,ENGINE / COOLING,15,Oil consumption / low oil issue,"VOLKSWAGEN GROUP OF AMERICA, INC.",1,2021-04-01,2021-04-01,4,4.0,4.0,4.0,0.609,14.466,0,0,Early signal
TOYOTA,TACOMA,2008,SUSPENSION,19,Tire / suspension / frame rust mixed issue,TOYOTA MOTOR CORPORATION,1,2022-09-01,2022-09-01,4,4.0,4.0,4.0,0.637,14.013,0,0,Early signal
